;BP;Status;Batch;Date;Model;Change;Operation;Part number;Chinese Part Name;English Part Name;Workshop;Comments
932;BP25004690;;RAM0990;2025-07-01;A01G-R-1;;Delete;7008120XST01A8P;后排座椅外侧头枕装配总成;FITING ASSY,RR ROW SEAT OTR HEADREST;COMP;
933;BP25004690;;RAM0990;2025-07-01;A01G-R-1;;Delete;7008120XST01ATQ;后排座椅外侧头枕装配总成;FITING ASSY,RR ROW SEAT OTR HEADREST;COMP;
934;BP25004690;;RAM0990;2025-07-01;A01G-R-1;;Delete;7008120XST01AZ6;后排座椅外侧头枕装配总成;FITING ASSY,RR ROW SEAT OTR HEADREST;COMP;
935;BP25004690;;RAM0990;2025-07-01;A01G-R-1;;Delete;7008120XST01AVL;后排座椅外侧头枕装配总成;FITING ASSY,RR ROW SEAT OTR HEADREST;COMP;
936;BP25004690;;RAM0990;2025-07-01;A01G-R-1;;Delete;7008120XST01A8P;后排座椅外侧头枕装配总成;FITING ASSY,RR ROW SEAT OTR HEADREST;COMP;
937;BP25004690;;RAM0990;2025-07-01;A01G-R-1;;Delete;7008120XST01ATY;后排座椅外侧头枕装配总成;FITING ASSY,RR ROW SEAT OTR HEADREST;COMP;
938;BP25004690;;RAM0990;2025-07-01;A01G-R-1;;Delete;7008120XST01A8P;后排座椅外侧头枕装配总成;FITING ASSY,RR ROW SEAT OTR HEADREST;COMP;
939;BP25004690;;RAM0990;2025-07-01;A01G-R-1;;Delete;7008120XST01AVL;后排座椅外侧头枕装配总成;FITING ASSY,RR ROW SEAT OTR HEADREST;COMP;
940;BP25004690;;RAM0990;2025-07-01;A01G-R-1;;Delete;7008120XST01AQT;后排座椅外侧头枕装配总成;FITING ASSY,RR ROW SEAT OTR HEADREST;COMP;
941;BP25004690;;RAM0990;2025-07-01;A01G-R-1;;Delete;7008120XST01AZ6;后排座椅外侧头枕装配总成;FITING ASSY,RR ROW SEAT OTR HEADREST;COMP;
942;BP25004690;;RAM0990;2025-07-01;A01G-R-1, A01G-R-2;;Delete;7008110XST01A8P;后排座椅外侧头枕装配总成;FITING ASSY,RR ROW SEAT OTR HEADREST;COMP;
943;BP25004690;;RAM0990;2025-07-01;A01G-R-1, A01G-R-2;;Delete;7008120XST01A8P;后排座椅外侧头枕装配总成;FITING ASSY,RR ROW SEAT OTR HEADREST;COMP;
944;BP25004690;;RAM0990;2025-07-01;A01G-R-1, A01G-R-2;;Delete;7008120XST01AQT;后排座椅外侧头枕装配总成;FITING ASSY,RR ROW SEAT OTR HEADREST;COMP;
945;BP25004690;;RAM0990;2025-07-01;A01G-R-1, A01G-R-2;;Delete;7008110XST01A8P;后排座椅外侧头枕装配总成;FITING ASSY,RR ROW SEAT OTR HEADREST;COMP;
946;BP25004690;;RAM0990;2025-07-01;A01G-R-1, A01G-R-2;;Delete;7008120XST01AQT;后排座椅外侧头枕装配总成;FITING ASSY,RR ROW SEAT OTR HEADREST;COMP;
947;BP25004690;;RAM0990;2025-07-01;A01G-R-1, A01G-R-2;;Delete;7008120XST01A8P;后排座椅外侧头枕装配总成;FITING ASSY,RR ROW SEAT OTR HEADREST;COMP;
948;BP25004690;;RAM0990;2025-07-01;A01G-R-1, A01G-R-2;;Delete;7008100XST10A8P;后排座椅中头枕装配总成;FITING ASSY,RR ROW SEAT CTR HEADREST;COMP;
949;BP25004690;;RAM0990;2025-07-01;A01G-R-1, A01G-R-2;;Delete;7008100XST10A8P;后排座椅中头枕装配总成;FITING ASSY,RR ROW SEAT CTR HEADREST;COMP;
950;BP25004690;;RAM0990;2025-07-01;A01G-R-1, A01G-R-2;;Delete;7008100XST10A8P;后排座椅中头枕装配总成;FITING ASSY,RR ROW SEAT CTR HEADREST;COMP;
951;BP25004690;;RAM0990;2025-07-01;A01G-R-1, A01G-R-2;;Delete;7008100XST10A8P;后排座椅中头枕装配总成;FITING ASSY,RR ROW SEAT CTR HEADREST;COMP;
952;BP25004690;;RAM0990;2025-07-01;A01G-R-1, A01G-R-2;;Delete;7008200XST01AZ6;后排座椅中头枕装配总成;FITING ASSY,RR ROW SEAT CTR HEADREST;COMP;
953;BP25004690;;RAM0990;2025-07-01;A01G-R-1, A01G-R-2;;Delete;7008200XST01A8P;后排座椅中头枕装配总成;FITING ASSY,RR ROW SEAT CTR HEADREST;COMP;
954;BP25004690;;RAM0990;2025-07-01;A01G-R-1, A01G-R-2;;Delete;7008200XST01AVL;后排座椅中头枕装配总成;FITING ASSY,RR ROW SEAT CTR HEADREST;COMP;
955;BP25004690;;RAM0990;2025-07-01;A01G-R-1, A01G-R-2;;Delete;7008200XST01A8P;后排座椅中头枕装配总成;FITING ASSY,RR ROW SEAT CTR HEADREST;COMP;
956;BP25004690;;RAM0990;2025-07-01;A01G-R-1, A01G-R-2;;Delete;7008200XST01AZ6;后排座椅中头枕装配总成;FITING ASSY,RR ROW SEAT CTR HEADREST;COMP;
957;BP25004690;;RAM0990;2025-07-01;A01G-R-1, A01G-R-2;;Delete;7008200XST01A8P;后排座椅中头枕装配总成;FITING ASSY,RR ROW SEAT CTR HEADREST;COMP;
958;BP25004690;;RAM0990;2025-07-01;A01G-R-1, A01G-R-2;;Delete;7008200XST01A8P;后排座椅中头枕装配总成;FITING ASSY,RR ROW SEAT CTR HEADREST;COMP;
959;BP25004690;;RAM0990;2025-07-01;A01G-R-1, A01G-R-2;;Add;7008100XST10A8P;后排座椅中头枕装配总成;FITING ASSY,RR ROW SEAT CTR HEADREST;COMP;
960;BP25004690;;RAM0990;2025-07-01;A01G-R-1, A01G-R-2;;Add;7008200XST11A8P;后排座椅中头枕装配总成;FITING ASSY,RR ROW SEAT CTR HEADREST;COMP;
961;BP25004690;;RAM0990;2025-07-01;A01G-R-1, A01G-R-2;;Add;7008200XST11AZ6;后排座椅中头枕装配总成;FITING ASSY,RR ROW SEAT CTR HEADREST;COMP;
962;BP25004690;;RAM0990;2025-07-01;A01G-R-1, A01G-R-2;;Add;7008200XST11A8P;后排座椅中头枕装配总成;FITING ASSY,RR ROW SEAT CTR HEADREST;COMP;
963;BP25004690;;RAM0990;2025-07-01;A01G-R-1, A01G-R-2;;Add;7008100XST11A8P;后排座椅中头枕装配总成;FITING ASSY,RR ROW SEAT CTR HEADREST;COMP;
964;BP25004690;;RAM0990;2025-07-01;A01G-R-1, A01G-R-2;;Add;7008100XST11A8P;后排座椅中头枕装配总成;FITING ASSY,RR ROW SEAT CTR HEADREST;COMP;
965;BP25004690;;RAM0990;2025-07-01;A01G-R-1, A01G-R-2;;Delete;7008100XST10A8P;后排座椅中头枕装配总成;FITING ASSY,RR ROW SEAT CTR HEADREST;COMP;
966;BP25004690;;RAM0990;2025-07-01;A01G-R-1, A01G-R-2;;Delete;7008100XST10A8P;后排座椅中头枕装配总成;FITING ASSY,RR ROW SEAT CTR HEADREST;COMP;
967;BP25001121;;;;B04-R;;Delete;S017A06XVC01002;车辆稳定系统软件;SOFTWARE,ESP CONTROL;AS;data takes effect
968;BP25002324;;RAR0994;2025-08-01;A01G-R;;Delete;3541100XJZ16A;电子真空泵总成;PUMP ASSY,ELECTRIC VACUUM;AS;
969;BP25002324;;RAR0994;2025-08-01;A01G-R;;Add;3541100BJZ16A;电子真空泵总成;ELEK VACUUM PUMP ASSY;AS;
